shopname,star,place,type,longitude,latitude
城市阳台,50,钱江新城/四季青,更多景点/周边游,120.2100699,30.24581828
宝寿山景区,50,小和山,自然风光,120.0033695,30.21991244
径山古道,50,余杭区,古道,119.7754136,30.38406949
新安江,50,建德市,自然风光,119.2474399,29.47251956
杭州湘湖景区,50,湘湖,自然风光,120.2098136,30.13289109
良渚博物院,50,良渚,博物馆,120.0232824,30.37979314
梅家坞,50,龙井/虎跑,美丽乡村,120.1449217,30.18446245
南宋御街,50,吴山广场/河坊街,人文古迹,120.1664156,30.24277212
手工艺活态馆,50,运河广场,陈列馆,120.1338277,30.32101474
东信·和创园,50,小和山,休闲街区,120.0409227,30.22692346
杭州城北体育公园,50,城东,公园/广场,120.1573426,30.31467809
城东公园,50,城东,公园/广场,120.1838793,30.2754636
小河直街历史文化街区,50,拱宸桥/上塘,休闲街区,120.1313836,30.30952172
临平公园,50,临平,公园/广场,120.288795,30.42929154
宝石山,50,西湖北线/黄龙,自然风光,120.1424012,30.26304232
艺创小镇·凤凰创意国际,50,美院象山,休闲街区,120.0616648,30.13944613
玉皇山,50,龙井/虎跑,自然风光,120.1491125,30.22042885
杭州国际博览中心,50,奥体博览中心,展览馆,120.2347224,30.23225754
满觉陇,50,龙井/虎跑,更多景点/周边游,120.1201015,30.22159178
金沙湖公园,50,下沙,城市公园,120.3146347,30.30946708
西溪慢生活街区,50,西溪,休闲街区,120.0660192,30.27773463
拱宸桥,50,拱宸桥/上塘,历史建筑,120.134731,30.32055612
钱江世纪公园,50,钱江世纪城,公园/广场,120.2308303,30.24499783
虎跑公园,50,龙井/虎跑,城市公园,120.1253468,30.20980341
径山风景区,50,余杭区,自然风光,119.844756,30.40924017
杭州森泊幻想岛,50,湘湖,游乐场,120.2188507,30.13625688
少年宫广场,50,西湖北线/黄龙,广场,120.1508278,30.26320174
超山风景名胜区,50,临平风景区,自然风光,120.2130154,30.43667903
芦茨风情小镇,45,富春江景区,休闲街区,119.6726097,29.68765231
万达金街(杭行路店),45,北部新城,休闲街区,120.1140202,30.33305207
湘湖金融小镇,45,蜀山街道,休闲街区,120.2196861,30.15027531
新叶古村,35,新叶古村,古村古镇,119.3309007,29.33138644
空谷长滩水公园,40,闲林,公园/广场,120.0033566,30.21992948
西溪国家湿地公园洪园,45,西溪,自然景观,120.0461383,30.26511245
湘湖游船,50,湘湖,城市观光,120.2308322,30.16097716
鱼街(千岛湖店),50,鱼街,休闲街区,119.0395267,29.61645732
3分半艺术馆,30,凤起路沿线,美术馆,120.2154117,30.44411787
太子湾公园,50,雷峰塔,文化公园,120.1374739,30.22780214
浙江赛丽美术馆,45,吴山广场/河坊街,美术馆,120.1679611,30.23149082
杨梅岭,50,龙井/虎跑,自然风光,120.1135712,30.21750892
南宋官窑博物馆,50,龙井/虎跑,博物馆,120.1503628,30.21194054
西湖外事游船(花港观鱼码头),50,龙井/虎跑,城市观光,120.137736,30.23483408
淳安博物馆,50,珍珠半岛,博物馆,119.1070961,29.59781656
老余杭南湖,45,老余杭,公园/广场,119.9219688,30.27985399
西溪空中揽胜氦气球,45,西溪,高空观景,120.06491,30.27635415
白塔公园,50,复兴路/六和塔,公园/广场,120.1373428,30.20181542
彩虹谷景区,40,余杭区,自然风光,119.7227425,30.4039628
三尚当代艺术馆,40,吴山广场/河坊街,美术馆,120.160228,30.2444934
板壁山水库,40,灵山风景区,水利工程,120.0216494,30.12912771
茅家埠,50,龙井/虎跑,自然风光,120.1207782,30.24175915
柳浪闻莺公园,50,吴山广场/河坊街,城市公园,120.1514023,30.24214645
浙江展览馆,50,武林广场,展览馆,120.1585515,30.27474472
钱塘江大桥,50,龙井/虎跑,地标建筑,120.135605,30.1932902
千岛湖广场,45,千岛湖广场,广场,119.0471017,29.60464987
信义坊步行街,50,湖墅南路,休闲街区,120.1390894,30.29651268
临安湍口众安氡温泉,50,湍口镇,温泉,119.1601797,30.03801029
杭州少年儿童公园,50,龙井/虎跑,游乐场,120.1281937,30.2184355
大禹谷,45,余杭区,森林公园,119.856096,30.30743882
鸬鸟山,50,余杭区,自然风光,119.7261077,30.49908638
中国杭州工艺美术博物馆,50,拱宸桥/上塘,博物馆,120.132222,30.31792484
西兴古镇,50,开发区/高教园,古村古镇,120.2211413,30.19182714
韩美林艺术馆,50,西湖北线/黄龙,美术馆,120.1152072,30.25349581
中国湿地博物馆,50,西溪,展览馆,120.0827225,30.26643042
临平科技馆,50,临平,科技馆,120.2903596,30.42726568
孤山公园,50,西湖北线/黄龙,城市公园,120.1377575,30.25396768
八卦田遗址公园,50,龙井/虎跑,古代遗迹,120.1470593,30.21342669
杭州花圃,50,龙井/虎跑,植物园,120.122806,30.24788393
西湖天地,50,南山路/柳浪闻莺/美术学院,更多景点/周边游,120.154604,30.24937567
五柳巷历史街区,50,吴山广场/河坊街,休闲街区,120.1720853,30.2449766
瓶窑老街,50,瓶窑,休闲街区,119.9633498,30.39717379
艺尚小镇,50,临平区,休闲街区,120.2837902,30.38569761
临平新天地,45,临平,更多景点/周边游,120.3044828,30.42370318
钱塘江大桥,50,龙井/虎跑,地标建筑,120.135605,30.1932902
千岛湖广场,45,千岛湖广场,广场,119.0471017,29.60464987
信义坊步行街,50,湖墅南路,休闲街区,120.1390894,30.29651268
临安湍口众安氡温泉,50,湍口镇,温泉,119.1601797,30.03801029
杭州少年儿童公园,50,龙井/虎跑,游乐场,120.1281937,30.2184355
大禹谷,45,余杭区,森林公园,119.856096,30.30743882
鸬鸟山,50,余杭区,自然风光,119.7261077,30.49908638
中国杭州工艺美术博物馆,50,拱宸桥/上塘,博物馆,120.132222,30.31792484
西兴古镇,50,开发区/高教园,古村古镇,120.2211413,30.19182714
韩美林艺术馆,50,西湖北线/黄龙,美术馆,120.1152072,30.25349581
中国湿地博物馆,50,西溪,展览馆,120.0827225,30.26643042
临平科技馆,50,临平,科技馆,120.2903596,30.42726568
孤山公园,50,西湖北线/黄龙,城市公园,120.1377575,30.25396768
八卦田遗址公园,50,龙井/虎跑,古代遗迹,120.1470593,30.21342669
杭州花圃,50,龙井/虎跑,植物园,120.122806,30.24788393
西湖天地,50,南山路/柳浪闻莺/美术学院,更多景点/周边游,120.154604,30.24937567
五柳巷历史街区,50,吴山广场/河坊街,休闲街区,120.1720853,30.2449766
瓶窑老街,50,瓶窑,休闲街区,119.9633498,30.39717379
艺尚小镇,50,临平区,休闲街区,120.2837902,30.38569761
临平新天地,45,临平,更多景点/周边游,120.3044828,30.42370318
超山风景名胜区,50,临平风景区,自然风光,120.2130154,30.43667903
千岛湖湖人皮划艇俱乐部,45,明珠花园,水上项目/水上体验,119.0539495,29.60733833
河上古镇(凤凰坞村),40,萧山区,古村古镇,120.1613917,29.94059811
灵顺寺,50,灵隐/白乐桥,宗教,120.092933,30.24787241
法云古村,45,灵隐/白乐桥,古村古镇,120.0919322,30.23681427
东天目山风景区,35,天目山景区,自然风光,119.5015684,30.3416324
中国伞博物馆,50,拱宸桥/上塘,博物馆,120.1329417,30.31827182
中国京杭大运河博物馆,50,运河上街,博物馆,120.1318631,30.35361522
中国刀剪剑博物馆,50,运河广场,博物馆,120.1329417,30.3184378
西湖外事游船(湖滨二公园外事游船码头),40,吴山广场/河坊街,城市观光,120.1579956,30.25410851
良渚矿坑探险公园,40,良渚,文化公园,119.9947946,30.35276444
东明山森林公园,50,余杭区,森林公园,120.0007834,30.43069516
千岛湖欢乐水世界,50,珍珠半岛,水上乐园,119.1098368,29.60030453
径山花海,50,余杭区,植物园,119.8567624,30.38279341
河桥古镇,50,临安区,古村古镇,119.2357262,30.10426865
白马湖公园,50,湘湖,城市公园,120.2052347,30.16256939
东吴文化公园,50,江滨西大道,文化公园,119.9322678,30.02811253
下满觉陇,50,龙井/虎跑,自然景观,120.120785,30.22109954
寿昌古镇,50,中山路沿线,古村古镇,119.2154442,29.36188418
法华寺,50,灵隐/白乐桥,宗教,120.0890379,30.25061262
中国美术学院民艺博物馆,45,转塘,博物馆,120.0741249,30.15736241
运河广场,50,拱宸桥/上塘,广场,120.1366651,30.32008308
丝联166创意园,45,运河上街,休闲街区,120.1362775,30.31426424
杭州兰里景区,35,三墩镇,美丽乡村,120.0363122,30.3510897
千岛湖下姜村,50,淳安县,古村古镇,118.7225431,29.3767893
杭州苏东坡纪念馆,50,杨公堤,纪念馆,120.1393095,30.23125578
湘湖三期,40,湘湖,自然风光,120.2059161,30.1162734
王位山,50,余杭区,自然风光,119.7996917,30.50749916
长桥公园,50,南山路/柳浪闻莺/美术学院,公园/广场,120.1505725,30.23517947
东梓关,50,富阳区,古村古镇,119.8184758,29.88946103
千岛湖钓鱼岛,35,千岛湖风景区,自然风光,119.0886188,29.60763265
吴山景区,50,吴山广场/河坊街,自然风光,120.1600071,30.23525965
千岛湖夜游船(夜游码头),35,江滨公园,城市观光,119.0285519,29.6074717
东湖公园,50,临平区,公园/广场,120.2880983,30.38617253
中国扇博物馆,50,拱宸桥/上塘,博物馆,120.1333024,30.32127495
五云山,50,九溪,自然风光,120.1125678,30.19001752
中天竺法净禅寺,50,灵隐/白乐桥,宗教,120.09705,30.23595856
WAKE TOWN,40,浙一医院/庆春路沿线,休闲街区,120.1551997,30.2610398
凤凰御元艺术园区,40,吴山景区/万松岭路,休闲街区,120.1627533,30.22250561
鼓楼,50,吴山广场/河坊街,古代遗迹,120.1667428,30.24036291
朝晖文化主题公园,45,朝晖地区,文化公园,120.1612344,30.28701949
国大恒庐美术馆,45,武林广场,美术馆,120.1579861,30.27152898
大井巷历史街区,45,吴山广场/河坊街,休闲街区,120.1669462,30.24252614
美丽洲堂,45,良渚,宗教,120.0230148,30.37080846
千岛乐新潮运动俱乐部,35,千岛湖风景区,更多景点/周边游,119.151542,29.61849072
杭州长乔亲子乐园,50,湘湖,主题公园,120.219809,30.14149565
神龙川风景区,35,太湖源,自然风光,119.5406119,30.36978536
铂金岛商业街,35,开发区/高教园,休闲街区,120.1995506,30.20262966
皋亭山千桃园,50,上城区,植物园,120.2304144,30.38281913
富春山馆,50,江滨西大道,博物馆,119.9344731,30.02400105
塘栖古镇步行街,45,塘栖,休闲街区,120.1854826,30.48240845
河坊美食街(河坊街店),40,吴山广场/河坊街,休闲街区,120.1627657,30.2424093
庆春广场,40,钱江新城/四季青,广场,120.1997051,30.26187489
凤凰山,50,吴山景区/万松岭路,自然风光,119.2819066,29.47641155
杭州西湖风景名胜区-三生石,45,龙井/虎跑,宗教,120.0981298,30.23921952
太极禅苑,45,西溪印象城,旅游项目/观光项目,120.0477258,30.25544609
千岛湖石林,35,淳安县,自然风光,118.9992901,29.37776356
康师傅味来馆,50,下沙,主题乐园,120.3479996,30.33759437
双溪风情小镇,35,余杭区,休闲街区,119.8286253,30.40308435
鹳山公园,50,富阳区,公园/广场,119.9587392,30.04902595
江洋畈生态公园,50,龙井/虎跑,城市公园,120.1359988,30.20826805
明珠观光公园,35,阳光路,公园/广场,119.0441286,29.63178983
钱江新城森林公园,50,钱江新城/四季青,森林公园,120.2053775,30.24200953
杭州小六石乐园,40,富阳区,主题乐园,119.7825638,30.00841787
富阳富春江,50,江滨西大道,自然风光,119.9354101,30.02472448
钱江新城,50,钱江新城/四季青,更多景点/周边游,120.2094639,30.25283399
高庄,45,西溪,城市公园,120.0730828,30.2656702
中山公园,50,西湖北线/黄龙,公园/广场,120.1377566,30.25258179
千岛湖龙川湾,35,淳安县,自然风光,118.6746819,29.46340244
左岸万国花园,45,开发区/高教园,公园/广场,120.2084122,30.22135189
长乐林场,50,余杭区,自然风光,119.865543,30.31628543
凤凰寺,50,吴山广场/河坊街,宗教,120.1655255,30.24781807
天钟山,45,富阳区,自然风光,119.9398067,29.9799812
安顶山,50,富阳区,自然风光,120.0827305,29.99452679
杭州国画院美术馆,45,西湖北线/黄龙,美术馆,120.1412623,30.25993573
北山街历史文化街区,50,西湖北线/黄龙,休闲街区,120.1475406,30.26158712
南山摩崖石刻,45,余杭区,人文古迹,119.954752,30.39675345
江墅铁路遗址公园,45,拱宸桥/上塘,公园/广场,120.1382907,30.31547017
云栖小镇(科海路店),45,转塘,休闲街区,120.0769909,30.13196976
天目溪漂流,50,桐庐县,漂流,119.5160982,29.91457744
中国国际设计博物馆,45,转塘,博物馆,120.075293,30.15422452
浪石金滩景区,40,桐庐县,自然风光,119.5724879,29.87960362
G20峰会体验馆售票处,45,奥体博览中心,公园景点售票处,120.2318788,30.23224828
皋亭山景区,50,临平风景区,自然风光,120.2181042,30.381202
外桐坞村艺术小镇,45,西湖区,休闲街区,120.0521577,30.20160823
楼塔古镇,45,萧山区,古村古镇,120.1280313,29.90804418
龙湖·滟澜星街,40,下沙,更多景点/周边游,120.3226273,30.31129463
火山云石景区,40,萧山区,自然风光,120.1173595,29.96658645
留下历史古街,35,留下,休闲街区,120.0518974,30.24437905
杭州孔庙,50,吴山广场/河坊街,宗教,120.1572402,30.2441139
茅塘景区,35,余杭区,古村古镇,119.7147718,30.42288649
石屋洞,50,龙井/虎跑,更多景点/周边游,120.1255052,30.2220149
中国美术学院-美术馆,50,南山路/柳浪闻莺/美术学院,美术馆,120.1550587,30.24522082
星光文化广场(杭州新天地店),40,新天地,广场,120.1780151,30.3259722
梦姑塘文化公园,45,千岛湖风景区,文化公园,119.0168521,29.59905325
波浪文化城,35,钱江新城/四季青,广场,120.2099556,30.24602213
西径山,35,临安区,自然风光,119.7155396,30.25857615
南宋皇城小镇,45,吴山广场/河坊街,古村古镇,120.162195,30.2427392
江南大冰洞,30,建德市,自然风光,119.1042953,29.39185261
之江船工业遗址公园,40,宋城/之江文化中心,公园/广场,120.1125774,30.15885568
于谦祠,50,龙井/虎跑,历史建筑,120.1275189,30.23211677
良渚花千谷,35,余杭区,游乐场,119.9862821,30.42016056
汤坑景区,35,余杭区,自然风光,119.6962004,30.42416949
艮山运河公园,40,朝晖地区,公园/广场,120.1820618,30.27866005
延安路,45,吴山广场/河坊街,休闲街区,120.1593372,30.25787169
上城湖滨公园,50,龙翔桥/音乐喷泉,公园/广场,120.1570647,30.25550668
九咆界风景区,35,淳安县,自然风光,119.0023815,29.93375304
翁家山,45,龙井/虎跑,自然风光,120.1115583,30.2216431
桐庐生仙里竹溪探险乐园,35,桐庐县,游乐场,119.3215283,29.9452403
于谦故居,45,吴山广场/河坊街,纪念馆,120.165243,30.24360485
茶马花街(西溪银泰城店),40,西溪银泰城,休闲街区,120.0701399,30.29581306
竹素园,45,西湖北线/黄龙,自然风光,120.1290096,30.25405609
九曜山,50,龙井/虎跑,自然风光,120.1371134,30.22261091
胡庆余堂中药博物馆,50,吴山广场/河坊街,博物馆,120.1643495,30.24221528
虎山公园,50,半山,公园/广场,120.1986922,30.36255582
南江公园,50,城厢,公园/广场,120.2659084,30.15159625
淳安江滨公园,45,江滨公园,城市公园,119.0306655,29.60735933
萧山进化吉山梅园,40,萧山区,自然风光,120.3309282,29.99909494
玉泉,45,西湖北线/黄龙,自然景观,120.118277,30.2661796
千岛湖桂花岛,40,千岛湖风景区,自然风光,119.1433426,29.4936602
凤山拾遗创意园,40,复兴路沿线/南星,休闲街区,120.1643503,30.22018075
奥体博览城,50,奥体博览中心,地标建筑,120.2285792,30.23195146
浙江省现代陶瓷艺术博物馆,50,湘湖,博物馆,120.2116609,30.12880039
定山广场,50,湘湖,广场,120.2043001,30.11862117
千岛湖风景区-千岛湖珍珠广场,45,珍珠半岛,广场,119.1090242,29.5995792
石长城景区,40,清凉峰,自然风光,118.9275476,30.14101243
连横纪念馆,45,西湖北线/黄龙,纪念馆,120.140029,30.25960378
江一公园,40,开发区/高教园,公园/广场,120.2037111,30.19861487
玲珑山风景区,50,玲珑山附近,自然风光,119.6737253,30.21927701
章太炎故居,45,仓前,纪念馆,119.9947729,30.29136662
墅园,50,湖墅南路,城市公园,120.1397313,30.2946319
杭州天主教堂(杭州教区),40,武林广场,宗教,120.1626481,30.26987881
千岛湖豪华休闲游,35,江滨公园,游艇,119.026581,29.60601031
琴溪香谷景区,50,桐庐县,自然风光,119.5883109,29.9626715
环溪村,45,桐庐县,古村古镇,119.8455761,29.84400247
钱江龙,50,开发区/高教园,更多景点/周边游,120.1979857,30.21429467
九溪十八涧,50,龙井/虎跑,自然风光,120.1084155,30.20531687
河渚塔,35,西溪,历史建筑,120.0653749,30.27461773
白塔公园-儿童游乐园,40,龙井/虎跑,游乐场,120.1373438,30.20204241
江南慢村,40,老余杭,美丽乡村,119.9049361,30.2425036
釜托寺景区,45,余杭区,宗教,119.7200856,30.55011887
滨江樱花跑道,50,开发区/高教园,休闲街区,120.1453772,30.19377582
慧因高丽寺,50,龙井/虎跑,宗教,120.1261078,30.23032211
富春山居图实景游(东门码头),40,江北,城市观光,119.6782311,29.81101215
荻浦村,40,桐庐县,古村古镇,119.8250545,29.86415284
柳溪江,35,临安区,自然风光,119.2439619,30.12383581
杨乃武与小白菜冤案资料陈列馆,35,老余杭,博物馆,120.1904929,30.24992925
千岛秘境,40,淳安县,自然风光,119.228629,29.57960983
桐君山,50,桐庐县,自然风光,119.6820535,29.81237994
钱王祠,50,南山路/柳浪闻莺/美术学院,历史建筑,120.1533075,30.24515664
傲帆游艇俱乐部,40,湘湖,游艇,120.2049633,30.13547275
双灵村,40,西湖区,美丽乡村,120.0228872,30.13307323
龙坞茶镇九街游客服务中心,35,龙坞,景区设施,120.0520162,30.18580222
浙江革命烈士纪念馆,0,南山路/柳浪闻莺/美术学院,纪念馆,120.1569382,30.23293413
江寺公园,45,城厢,文化公园,120.266966,30.16580398
盛德国际广场,40,老广场,广场,119.2723712,29.47335801
千岛湖红叶湾,35,千岛湖风景区,人文古迹,118.9670502,29.6374211
萧山人民广场,40,北干,广场,120.2597628,30.18458815
大韩民国临时政府杭州旧址纪念馆,0,湖滨/解百商厦,纪念馆,120.1566803,30.25901568
千岛湖伯爵号游轮,35,江滨公园,城市观光,119.0289676,29.60707975
狮峰山,40,龙井/虎跑,自然风光,120.1714309,30.25077893
永安山,40,富阳区,自然风光,119.9210092,29.87663628
浙江大学艺术与考古博物馆,50,高新文教区,博物馆,120.0668179,30.30009329
桐庐戴家山古村落,45,桐庐县,古村古镇,119.5392376,29.81538708
淳安湖滨公园,45,阳光路,公园/广场,119.0389862,29.61543185
白龙潭景区,50,小和山,自然风光,120.0162256,30.19422886
伍公山,50,吴山广场/河坊街,自然风光,120.1654158,30.2405814
CBD公园,50,钱江新城/四季青,公园/广场,120.2081961,30.24081732
千岛湖沪马探险乐园,45,淳安县,自然风光,118.7348203,29.51751822
福堤,40,西溪,自然风光,120.0690863,30.27244058
天目源漂流售票处,30,天目山景区,公园景点售票处,119.4185872,30.31407387
三都渔家乐特色村,35,建德市,美丽乡村,119.5438478,29.53225112
大关公园,45,水晶城,公园/广场,120.1513528,30.30545334
花神庙,40,西溪银泰城,宗教,120.4752687,30.23043723
蒋经国旧居,45,西湖北线/黄龙,纪念馆,120.1476108,30.2620282
沿江景观公园,45,和达东东城,公园/广场,120.1903016,30.21051054
西湖龙井茶文化景区,45,龙井/虎跑,自然风光,120.1138409,30.22751253
超山青莲寺,45,临平风景区,宗教,120.2021218,30.43465048
杭州西湖风景名胜区-北街寻梦,35,西湖北线/黄龙,人文古迹,120.1366272,30.25767764
杭州西湖风景名胜区-福井杭州友好公园,45,西湖北线/黄龙,公园/广场,120.1281958,30.25187619
建德市江滨公园,45,老广场,公园/广场,119.2730706,29.47240075
白马湖国际会展中心,50,开发区/高教园,景点/周边游,120.1982024,30.16385122
白鹭公园,40,良渚,公园/广场,120.0233526,30.36399071
盖叫天故居,40,灵隐/白乐桥,纪念馆,120.1241508,30.24994033
中国美术学院美术馆·设计馆,35,转塘,美术馆,120.075049,30.15518869
北山街,50,西湖北线/黄龙,休闲街区,120.1437229,30.26134665
玛雅岛,45,湘湖,更多景点/周边游,120.2114005,30.12659113
杭州西湖风景名胜区-钱塘苏小小之墓,45,西湖北线/黄龙,古代遗迹,120.1336539,30.25408053
通天飞瀑,30,富春桃源通天飞瀑景区沿线,自然风光,119.6244282,30.00410709
白马湖动漫广场,45,开发区/高教园,博物馆,120.1971898,30.16401966
杭州西湖风景名胜区-双峰插云,35,灵隐/白乐桥,自然风光,120.1178075,30.24979551
云栖小镇国际会展中心一期,40,转塘,景点/周边游,120.0800214,30.12989377
杭州城市建设陈列馆,45,浙一医院/庆春路沿线,陈列馆,120.1588445,30.26116249
京杭运河陈列馆,35,城东,陈列馆,120.1651808,30.23218354
下孙古邨,35,湘湖,人文古迹,120.2302495,30.15971688
西山公园,35,城厢,公园/广场,120.2530077,30.16530572
南宋钱币博物馆,40,浙一医院/庆春路沿线,博物馆,120.1727243,30.25626391
娘娘山,45,余杭区,自然风光,119.8441773,30.31404895
绿堤,35,西溪,自然风光,120.0744997,30.275877
航坞公园,40,瓜沥镇,公园/广场,120.4356856,30.17917098
凤起商业街,40,凤起路沿线,休闲街区,120.1595214,30.26240564
江滨公园,40,桐庐县,公园/广场,119.0306655,29.60735933
青芝坞慢生活街区,35,西湖北线/黄龙,休闲街区,120.1197355,30.2601916
云曼温泉售票处,45,湘湖,公园景点售票处,120.2402109,30.16471144
九霄碧云洞,45,富春桃源通天飞瀑景区沿线,自然风光,119.6303144,30.01172832
徐志摩纪念馆,40,朝晖地区,纪念馆,120.1638446,30.28217587
涌金公园,50,吴山广场/河坊街,公园/广场,120.1556361,30.24835663
五常湿地,40,五常,自然风光,120.0189152,30.26441758
象山大厦,35,转塘,休闲街区,120.0740384,30.15125266
鼓楼堂,45,吴山广场/河坊街,宗教,120.1670316,30.2410804
望江公园,40,万泰城,公园/广场,120.1937204,30.22798213
绿景塘生态农业观光园,30,余杭区,植物园,119.8076024,30.32589731
五四宪法历史资料陈列馆,50,西湖北线/黄龙,陈列馆,120.1363304,30.25832714
杭州市城市规划展览馆,50,钱江新城/四季青,陈列馆,120.2071711,30.24909237
瑶林仙境-售票处,35,桐庐县,公园景点售票处,119.5315339,29.8880826
杭州市民中心,50,钱江新城/四季青,地标建筑,120.2060023,30.25036974
浙江国际影视中心,30,萧山高教园,更多景点/周边游,120.2892893,30.24994155
李叔同纪念馆,45,龙井/虎跑,纪念馆,120.1254548,30.21283837
千岛湖水下古城主题乐园,30,千岛湖风景区,主题乐园,119.0277948,29.64627547
杭州清真寺,40,城东,宗教,120.2156199,30.27657095
功臣塔,45,临安区,历史建筑,119.7292719,30.22935072
临安城遗址(太庙遗址),35,南山路/柳浪闻莺/美术学院,古代遗迹,120.1651534,30.23512529
云松书舍,50,灵隐/白乐桥,园林,120.1174117,30.2501741
神仙洞探险基地,35,桐庐县,游乐场,119.540676,29.84993728
双溪漂流-售票处,30,余杭区,公园景点售票处,119.8479034,30.41376049
全山石艺术中心,50,宋城/之江文化中心,美术馆,120.1008681,30.1682299
