shopname,star,place,type,longitude,latitude
净慈寺,50.0,雷峰塔,宗教,120.14456580214284,30.231220354614784
杭州灵山景区,50.0,灵山风景区,更多景点/周边游,120.03586369787082,30.118961193329536
临安博物馆,50.0,临安区,博物馆,119.72541714393242,30.22798340751293
千岛湖,50.0,千岛湖风景区,自然风光,119.02054962668886,29.590082786511505
灵隐飞来峰景区,50.0,龙井/虎跑,自然风光,120.0968664689948,30.239395288434487
杭州上天竺法喜讲寺,50.0,灵隐/白乐桥,宗教,120.09113118965809,30.22921185512953
千岛湖天屿景区,50.0,阳光路,自然风光,119.04568058666746,29.633798060377497
胡雪岩旧居,50.0,吴山广场/河坊街,名人故居,120.1682312700109,30.239611764194823
千岛湖城中湖游船码头,45.0,千岛湖广场,城市观光,119.04876404857129,29.60278820795189
千岛湖湖人皮划艇俱乐部,45.0,明珠花园,水上项目/水上体验,119.05394945607352,29.60733832969312
西湖音乐喷泉表演,50.0,平海路,更多景点/周边游,120.15608174597315,30.25608682967252
大明山自然探索公园,50.0,大明山风景区,自然风光,118.9903241777468,30.06828895760552
良渚文化村,50.0,良渚,美丽乡村,120.02416754557665,30.36706597905393
杭州植物园,50.0,西湖北线/黄龙,植物园,120.11381644969772,30.255469466324783
径山寺,50.0,余杭区,宗教,119.76028562656644,30.382250488887447
灵栖洞景区,50.0,建德市,自然风光,119.08599834852328,29.38071443234812
中国茶叶博物馆龙井馆区,50.0,龙井/虎跑,博物馆,120.10875666427026,30.22194415011424
千岛湖中心湖区,45.0,千岛湖风景区,自然风光,119.0009294183811,29.599085343225724
杭州动物园,50.0,龙井/虎跑,动物园,120.12819196045471,30.21471871488341
岳王庙,50.0,西湖北线/黄龙,宗教,120.12968913882852,30.254704939696
千岛湖水之灵,45.0,珍珠半岛,旅游项目/观光项目,119.1075401859352,29.599901156588203
浙江省科技馆,50.0,武林广场,科技馆,120.16037454411588,30.27885070971865
山沟沟景区,35.0,余杭区,自然风光,119.69807028612937,30.42518832159226
七里扬帆景区,45.0,梅城镇,自然风光,119.53971619988394,29.54909560163174
深澳古镇,50.0,桐庐县,古村古镇,119.8345185106648,29.853744173940434
青芝坞,45.0,西湖北线/黄龙,古村古镇,120.11662729239026,30.260381524591445
艺创小镇?象山艺术公社,45.0,转塘,休闲街区,120.06609281985835,30.1530179365066
吴山广场,50.0,吴山广场/河坊街,广场,120.15883209518968,30.24139803751664
雷峰塔景区,50.0,南山路/柳浪闻莺/美术学院,历史建筑,120.14422267783534,30.233284640279223
杭州宋城,50.0,宋城/之江文化中心,主题乐园,120.09401943679508,30.17198159342976
西溪国家湿地公园,50.0,西溪,自然风光,120.06009995961035,30.269257446564616
西湖文化广场,50.0,西湖文化广场,广场,120.15912179362826,30.27920734630141
浙江省博物馆(孤山馆区),50.0,西湖北线/黄龙,博物馆,120.13916924778606,30.253609910866512
桐洲岛,50.0,新桐乡烟雨桐洲,自然风光,119.79807369093162,29.8864888630364
西湖风景名胜区(西湖),50.0,龙井/虎跑,自然风光,120.12957295478196,30.229881608173
杭州云曼温泉,35.0,湘湖,温泉,120.24176731681834,30.165825651539915
甘岭水库,45.0,余杭区,水利工程,119.8605688609297,30.310101817818687
云栖竹径,50.0,龙井/虎跑,自然风光,120.0848605538525,30.19282738108271
龙井村,50.0,龙井/虎跑,古村古镇,120.10063427506005,30.22118234993518
六和塔文化公园,50.0,龙井/虎跑,文化公园,120.12664571751982,30.198735579963586
新沙岛景区,40.0,新沙岛,自然风光,119.97452851424435,30.047495374241333
杭州运河游船(武林门码头),50.0,武林广场,城市观光,120.16069267187048,30.27667951406621
西湖游船,50.0,杨公堤,城市观光,120.1381626898616,30.252350436639023
城市阳台,50.0,钱江新城/四季青,更多景点/周边游,120.21006985185018,30.245818281093253
宝寿山景区,50.0,小和山,自然风光,120.00336953474148,30.21991244078341
径山古道,50.0,余杭区,古道,119.7754136292763,30.384069490527576
新安江,50.0,建德市,自然风光,119.24743986820503,29.472519558022416
杭州湘湖景区,50.0,湘湖,自然风光,120.2098135570164,30.13289108664572
良渚博物院,50.0,良渚,博物馆,120.0232824363353,30.37979313522573
梅家坞,50.0,龙井/虎跑,美丽乡村,120.1449217108736,30.1844624511719
南宋御街,50.0,吴山广场/河坊街,人文古迹,120.1664155812356,30.24277212032641
手工艺活态馆,50.0,运河广场,陈列馆,120.1338277192079,30.321014739417475
东信·和创园,50.0,小和山,休闲街区,120.04092265727316,30.22692345641486
杭州城北体育公园,50.0,城东,公园/广场,120.15734255659474,30.314678087551734
城东公园,50.0,城东,公园/广场,120.18387926810573,30.27546360460216
小河直街历史文化街区,50.0,拱宸桥/上塘,休闲街区,120.1313836147717,30.309521717830435
临平公园,50.0,临平,公园/广场,120.28879502145628,30.42929153668516
宝石山,50.0,西湖北线/黄龙,自然风光,120.14240116801092,30.26304232045541
艺创小镇·凤凰创意国际,50.0,美院象山,休闲街区,120.06166477995784,30.13944612869505
玉皇山,50.0,龙井/虎跑,自然风光,120.14911251068652,30.22042884895604
杭州国际博览中心,50.0,奥体博览中心,展览馆,120.23472242529976,30.232257543039008
满觉陇,50.0,龙井/虎跑,更多景点/周边游,120.12010150973352,30.221591784155176
金沙湖公园,50.0,下沙,城市公园,120.31463465646748,30.309467078641514
西溪慢生活街区,50.0,西溪,休闲街区,120.06601924255035,30.277734629161664
拱宸桥,50.0,拱宸桥/上塘,历史建筑,120.13473104691003,30.320556121207108
钱江世纪公园,50.0,钱江世纪城,公园/广场,120.23083032718117,30.244997829474755
虎跑公园,50.0,龙井/虎跑,城市公园,120.12534683005032,30.20980340748117
径山风景区,50.0,余杭区,自然风光,119.84475598176088,30.409240169395712
杭州森泊幻想岛,50.0,湘湖,游乐场,120.21885069321677,30.136256879283
少年宫广场,50.0,西湖北线/黄龙,广场,120.1508278453312,30.263201740396774
超山风景名胜区,50.0,临平风景区,自然风光,120.21301541289426,30.43667902963601
芦茨风情小镇,45.0,富春江景区,休闲街区,119.67260974076564,29.687652307220777
万达金街(杭行路店),45.0,北部新城,休闲街区,120.11402023362136,30.33305207234361
湘湖金融小镇,45.0,蜀山街道,休闲街区,120.219686095718,30.150275314515167
新叶古村,35.0,新叶古村,古村古镇,119.33090074752872,29.331386438880195
空谷长滩水公园,40.0,闲林,公园/广场,120.00335656671372,30.219929478892
西溪国家湿地公园洪园,45.0,西溪,自然景观,120.04613827658048,30.26511244891318
湘湖游船,50.0,湘湖,城市观光,120.2308322040712,30.160977161407
鱼街(千岛湖店),50.0,鱼街,休闲街区,119.03952670416842,29.616457317359604
3分半艺术馆,30.0,凤起路沿线,美术馆,120.215411705593,30.44411787471548
太子湾公园,50.0,雷峰塔,文化公园,120.13747394706826,30.227802140783204
浙江赛丽美术馆,45.0,吴山广场/河坊街,美术馆,120.16796113909194,30.23149081803236
杨梅岭,50.0,龙井/虎跑,自然风光,120.11357122228384,30.2175089210084
南宋官窑博物馆,50.0,龙井/虎跑,博物馆,120.150362801386,30.21194054102347
西湖外事游船(花港观鱼码头),50.0,龙井/虎跑,城市观光,120.1377360422086,30.23483407648011
淳安博物馆,50.0,珍珠半岛,博物馆,119.10709608148927,29.59781656081718
老余杭南湖,45.0,老余杭,公园/广场,119.9219688223858,30.279853989699262
西溪空中揽胜氦气球,45.0,西溪,高空观景,120.064909977174,30.27635415016309
白塔公园,50.0,复兴路/六和塔,公园/广场,120.13734278876994,30.20181542205155
彩虹谷景区,40.0,余杭区,自然风光,119.72274246699844,30.40396280229124
三尚当代艺术馆,40.0,吴山广场/河坊街,美术馆,120.1602279790905,30.244493401573614
板壁山水库,40.0,灵山风景区,水利工程,120.02164935657804,30.129127706918894
茅家埠,50.0,龙井/虎跑,自然风光,120.12077820917992,30.241759151969244
柳浪闻莺公园,50.0,吴山广场/河坊街,城市公园,120.15140226640908,30.24214645030696
浙江展览馆,50.0,武林广场,展览馆,120.1585514763924,30.27474472209548
钱塘江大桥,50.0,龙井/虎跑,地标建筑,120.13560500487488,30.19329019534067
千岛湖广场,45.0,千岛湖广场,广场,119.04710173165908,29.60464986909825
信义坊步行街,50.0,湖墅南路,休闲街区,120.13908942273248,30.296512676862804
临安湍口众安氡温泉,50.0,湍口镇,温泉,119.16017971394044,30.03801029034273
杭州少年儿童公园,50.0,龙井/虎跑,游乐场,120.12819365104131,30.21843550152429
大禹谷,45.0,余杭区,森林公园,119.85609597014864,30.3074388218964
鸬鸟山,50.0,余杭区,自然风光,119.72610774627957,30.499086383230964
中国杭州工艺美术博物馆,50.0,拱宸桥/上塘,博物馆,120.1322219687702,30.317924841067267
西兴古镇,50.0,开发区/高教园,古村古镇,120.22114132872782,30.19182714126468
韩美林艺术馆,50.0,西湖北线/黄龙,美术馆,120.11520717852603,30.253495813186948
中国湿地博物馆,50.0,西溪,展览馆,120.08272247605916,30.26643041929408
临平科技馆,50.0,临平,科技馆,120.29035961144882,30.42726567751472
孤山公园,50.0,西湖北线/黄龙,城市公园,120.13775748837377,30.25396767859153
八卦田遗址公园,50.0,龙井/虎跑,古代遗迹,120.14705927123693,30.21342668866811
杭州花圃,50.0,龙井/虎跑,植物园,120.12280600301334,30.247883930900407
西湖天地,50.0,南山路/柳浪闻莺/美术学院,更多景点/周边游,120.15460397151728,30.249375670375866
五柳巷历史街区,50.0,吴山广场/河坊街,休闲街区,120.17208531524363,30.24497660326125
瓶窑老街,50.0,瓶窑,休闲街区,119.9633498247446,30.397173793855625
艺尚小镇,50.0,临平区,休闲街区,120.28379016468394,30.38569761409921
临平新天地,45.0,临平,更多景点/周边游,120.30448281618663,30.42370317568347
钱塘江大桥,50.0,龙井/虎跑,地标建筑,120.13560500487488,30.19329019534067
千岛湖广场,45.0,千岛湖广场,广场,119.04710173165908,29.60464986909825
信义坊步行街,50.0,湖墅南路,休闲街区,120.13908942273248,30.296512676862804
临安湍口众安氡温泉,50.0,湍口镇,温泉,119.16017971394044,30.03801029034273
杭州少年儿童公园,50.0,龙井/虎跑,游乐场,120.12819365104131,30.21843550152429
大禹谷,45.0,余杭区,森林公园,119.85609597014864,30.3074388218964
鸬鸟山,50.0,余杭区,自然风光,119.72610774627957,30.499086383230964
中国杭州工艺美术博物馆,50.0,拱宸桥/上塘,博物馆,120.1322219687702,30.317924841067267
西兴古镇,50.0,开发区/高教园,古村古镇,120.22114132872782,30.19182714126468
韩美林艺术馆,50.0,西湖北线/黄龙,美术馆,120.11520717852603,30.253495813186948
中国湿地博物馆,50.0,西溪,展览馆,120.08272247605916,30.26643041929408
临平科技馆,50.0,临平,科技馆,120.29035961144882,30.42726567751472
孤山公园,50.0,西湖北线/黄龙,城市公园,120.13775748837377,30.25396767859153
八卦田遗址公园,50.0,龙井/虎跑,古代遗迹,120.14705927123693,30.21342668866811
杭州花圃,50.0,龙井/虎跑,植物园,120.12280600301334,30.247883930900407
西湖天地,50.0,南山路/柳浪闻莺/美术学院,更多景点/周边游,120.15460397151728,30.249375670375866
五柳巷历史街区,50.0,吴山广场/河坊街,休闲街区,120.17208531524363,30.24497660326125
瓶窑老街,50.0,瓶窑,休闲街区,119.9633498247446,30.397173793855625
艺尚小镇,50.0,临平区,休闲街区,120.28379016468394,30.38569761409921
临平新天地,45.0,临平,更多景点/周边游,120.30448281618663,30.42370317568347
超山风景名胜区,50.0,临平风景区,自然风光,120.21301541289426,30.43667902963601
千岛湖湖人皮划艇俱乐部,45.0,明珠花园,水上项目/水上体验,119.05394945607352,29.60733832969312
河上古镇(凤凰坞村),40.0,萧山区,古村古镇,120.16139166236748,29.94059810929819
灵顺寺,50.0,灵隐/白乐桥,宗教,120.09293304229476,30.24787241305075
法云古村,45.0,灵隐/白乐桥,古村古镇,120.09193216301551,30.23681427194176
东天目山风景区,35.0,天目山景区,自然风光,119.50156838588688,30.34163239910496
中国伞博物馆,50.0,拱宸桥/上塘,博物馆,120.13294172836932,30.31827181876765
中国京杭大运河博物馆,50.0,运河上街,博物馆,120.1318630628948,30.3536152237193
中国刀剪剑博物馆,50.0,运河广场,博物馆,120.132941714306,30.31843779738104
西湖外事游船(湖滨二公园外事游船码头),40.0,吴山广场/河坊街,城市观光,120.157995556608,30.25410851234098
良渚矿坑探险公园,40.0,良渚,文化公园,119.99479463399594,30.35276444121419
东明山森林公园,50.0,余杭区,森林公园,120.00078343270114,30.430695155323257
千岛湖欢乐水世界,50.0,珍珠半岛,水上乐园,119.10983677140705,29.600304526301976
径山花海,50.0,余杭区,植物园,119.85676239623892,30.382793412868093
河桥古镇,50.0,临安区,古村古镇,119.23572622086664,30.104268650292905
白马湖公园,50.0,湘湖,城市公园,120.20523471397128,30.16256939201976
东吴文化公园,50.0,江滨西大道,文化公园,119.9322678477674,30.028112534605373
下满觉陇,50.0,龙井/虎跑,自然景观,120.12078496993384,30.22109953826011
寿昌古镇,50.0,中山路沿线,古村古镇,119.2154441996092,29.36188418451229
法华寺,50.0,灵隐/白乐桥,宗教,120.08903790066728,30.25061262472656
中国美术学院民艺博物馆,45.0,转塘,博物馆,120.07412486541295,30.157362411860657
运河广场,50.0,拱宸桥/上塘,广场,120.1366650621605,30.32008307933604
丝联166创意园,45.0,运河上街,休闲街区,120.13627754856056,30.31426423535917
杭州兰里景区,35.0,三墩镇,美丽乡村,120.03631216449578,30.35108969552721
千岛湖下姜村,50.0,淳安县,古村古镇,118.7225431057746,29.376789300387703
杭州苏东坡纪念馆,50.0,杨公堤,纪念馆,120.13930950092184,30.23125577622441
湘湖三期,40.0,湘湖,自然风光,120.20591610187024,30.11627340475245
王位山,50.0,余杭区,自然风光,119.79969173883832,30.507499155642133
长桥公园,50.0,南山路/柳浪闻莺/美术学院,公园/广场,120.15057245839894,30.235179470713085
东梓关,50.0,富阳区,古村古镇,119.81847581939708,29.8894610293268
千岛湖钓鱼岛,35.0,千岛湖风景区,自然风光,119.08861876680643,29.60763264556016
吴山景区,50.0,吴山广场/河坊街,自然风光,120.16000709375534,30.23525965416843
千岛湖夜游船(夜游码头),35.0,江滨公园,城市观光,119.02855185982703,29.60747170148366
东湖公园,50.0,临平区,公园/广场,120.28809826302805,30.38617253389796
中国扇博物馆,50.0,拱宸桥/上塘,博物馆,120.1333023765876,30.32127494596268
五云山,50.0,九溪,自然风光,120.112567761792,30.190017523733303
中天竺法净禅寺,50.0,灵隐/白乐桥,宗教,120.09704995260762,30.235958558838163
WAKE TOWN,40.0,浙一医院/庆春路沿线,休闲街区,120.1551997408096,30.261039801036144
凤凰御元艺术园区,40.0,吴山景区/万松岭路,休闲街区,120.1627533327988,30.222505611661383
鼓楼,50.0,吴山广场/河坊街,古代遗迹,120.16674275977088,30.24036291120721
朝晖文化主题公园,45.0,朝晖地区,文化公园,120.16123442010588,30.287019485528635
国大恒庐美术馆,45.0,武林广场,美术馆,120.1579860717662,30.27152897945732
大井巷历史街区,45.0,吴山广场/河坊街,休闲街区,120.1669461875436,30.242526136156208
美丽洲堂,45.0,良渚,宗教,120.02301480181964,30.37080846423626
千岛乐新潮运动俱乐部,35.0,千岛湖风景区,更多景点/周边游,119.15154203431848,29.618490722349154
杭州长乔亲子乐园,50.0,湘湖,主题公园,120.2198090393233,30.141495652767134
神龙川风景区,35.0,太湖源,自然风光,119.54061189239548,30.369785362499183
铂金岛商业街,35.0,开发区/高教园,休闲街区,120.19955059417616,30.202629662443005
皋亭山千桃园,50.0,上城区,植物园,120.23041442473468,30.38281912706993
富春山馆,50.0,江滨西大道,博物馆,119.93447309473672,30.02400104507224
塘栖古镇步行街,45.0,塘栖,休闲街区,120.18548260307504,30.48240845236141
河坊美食街(河坊街店),40.0,吴山广场/河坊街,休闲街区,120.16276570996784,30.242409295055484
庆春广场,40.0,钱江新城/四季青,广场,120.19970510019148,30.261874889213143
凤凰山,50.0,吴山景区/万松岭路,自然风光,119.281906595705,29.47641154716141
杭州西湖风景名胜区-三生石,45.0,龙井/虎跑,宗教,120.09812983549904,30.239219521339805
太极禅苑,45.0,西溪印象城,旅游项目/观光项目,120.04772584644206,30.25544609161249
千岛湖石林,35.0,淳安县,自然风光,118.99929005500834,29.37776356455548
康师傅味来馆,50.0,下沙,主题乐园,120.34799957824868,30.33759437241459
双溪风情小镇,35.0,余杭区,休闲街区,119.82862534225862,30.403084352201848
鹳山公园,50.0,富阳区,公园/广场,119.95873919874336,30.049025954116825
江洋畈生态公园,50.0,龙井/虎跑,城市公园,120.13599875856126,30.208268045356984
明珠观光公园,35.0,阳光路,公园/广场,119.04412855286904,29.631789833247105
钱江新城森林公园,50.0,钱江新城/四季青,森林公园,120.20537751934118,30.242009532813864
杭州小六石乐园,40.0,富阳区,主题乐园,119.78256383906113,30.008417869146125
富阳富春江,50.0,江滨西大道,自然风光,119.93541007869676,30.02472448134827
钱江新城,50.0,钱江新城/四季青,更多景点/周边游,120.2094639409194,30.252833989680763
高庄,45.0,西溪,城市公园,120.07308279753975,30.265670196546274
中山公园,50.0,西湖北线/黄龙,公园/广场,120.1377566027118,30.252581788836743
千岛湖龙川湾,35.0,淳安县,自然风光,118.67468189250891,29.46340243822933
左岸万国花园,45.0,开发区/高教园,公园/广场,120.20841218535098,30.22135188558017
长乐林场,50.0,余杭区,自然风光,119.86554297175708,30.3162854261096
凤凰寺,50.0,吴山广场/河坊街,宗教,120.1655255005274,30.247818067160715
天钟山,45.0,富阳区,自然风光,119.93980671369712,29.97998120300784
安顶山,50.0,富阳区,自然风光,120.08273053924678,29.99452678881949
杭州国画院美术馆,45.0,西湖北线/黄龙,美术馆,120.14126233196518,30.25993573111218
北山街历史文化街区,50.0,西湖北线/黄龙,休闲街区,120.147540592373,30.261587117078577
南山摩崖石刻,45.0,余杭区,人文古迹,119.95475202113448,30.39675345102969
江墅铁路遗址公园,45.0,拱宸桥/上塘,公园/广场,120.13829070871168,30.31547017269558
云栖小镇(科海路店),45.0,转塘,休闲街区,120.076990894798,30.131969756350085
天目溪漂流,50.0,桐庐县,漂流,119.51609822892894,29.914577437839743
中国国际设计博物馆,45.0,转塘,博物馆,120.07529302959804,30.154224522185626
浪石金滩景区,40.0,桐庐县,自然风光,119.57248787668424,29.87960361755048
G20峰会体验馆售票处,45.0,奥体博览中心,公园景点售票处,120.23187879758194,30.232248278577973
皋亭山景区,50.0,临平风景区,自然风光,120.21810416552346,30.38120200092471
外桐坞村艺术小镇,45.0,西湖区,休闲街区,120.0521577156635,30.20160823415024
楼塔古镇,45.0,萧山区,古村古镇,120.12803129249758,29.908044182900493
龙湖·滟澜星街,40.0,下沙,更多景点/周边游,120.32262727835966,30.3112946256413
火山云石景区,40.0,萧山区,自然风光,120.11735946601748,29.96658645240965
留下历史古街,35.0,留下,休闲街区,120.05189738873322,30.24437905046262
杭州孔庙,50.0,吴山广场/河坊街,宗教,120.1572401603607,30.24411389653752
杭锅老厂房,35.0,城东,更多景点/周边游,0.0,0.0
茅塘景区,35.0,余杭区,古村古镇,119.71477184445104,30.42288649281875
石屋洞,50.0,龙井/虎跑,更多景点/周边游,120.1255051566702,30.22201489650745
中国美术学院-美术馆,50.0,南山路/柳浪闻莺/美术学院,美术馆,120.15505865083529,30.24522081633727
星光文化广场(杭州新天地店),40.0,新天地,广场,120.1780150979515,30.325972202691208
梦姑塘文化公园,45.0,千岛湖风景区,文化公园,119.01685208201296,29.59905325402916
波浪文化城,35.0,钱江新城/四季青,广场,120.20995558449712,30.24602212607492
西径山,35.0,临安区,自然风光,119.71553957518584,30.258576149752763
南宋皇城小镇,45.0,吴山广场/河坊街,古村古镇,120.16219498057312,30.24273920258308
江南大冰洞,30.0,建德市,自然风光,119.10429533827538,29.39185260826607
之江船工业遗址公园,40.0,宋城/之江文化中心,公园/广场,120.1125774131892,30.158855683020946
于谦祠,50.0,龙井/虎跑,历史建筑,120.12751892024178,30.23211676838076
良渚花千谷,35.0,余杭区,游乐场,119.98628206394604,30.420160563010743
汤坑景区,35.0,余杭区,自然风光,119.69620042941357,30.424169492047177
艮山运河公园,40.0,朝晖地区,公园/广场,120.1820617919466,30.278660049591
延安路,45.0,吴山广场/河坊街,休闲街区,120.15933721648956,30.25787168698298
上城湖滨公园,50.0,龙翔桥/音乐喷泉,公园/广场,120.15706469007472,30.25550668211906
九咆界风景区,35.0,淳安县,自然风光,119.0023815123506,29.933753035526067
翁家山,45.0,龙井/虎跑,自然风光,120.11155833007696,30.2216431017069
桐庐生仙里竹溪探险乐园,35.0,桐庐县,游乐场,119.32152834307853,29.945240299692408
于谦故居,45.0,吴山广场/河坊街,纪念馆,120.16524300751348,30.24360485470375
茶马花街(西溪银泰城店),40.0,西溪银泰城,休闲街区,120.07013994864027,30.295813064095547
竹素园,45.0,西湖北线/黄龙,自然风光,120.12900957243748,30.25405608651072
九曜山,50.0,龙井/虎跑,自然风光,120.13711344214074,30.222610914351343
胡庆余堂中药博物馆,50.0,吴山广场/河坊街,博物馆,120.1643494537593,30.24221527900668
虎山公园,50.0,半山,公园/广场,120.19869221831868,30.362555821050773
南江公园,50.0,城厢,公园/广场,120.26590836349264,30.151596246106827
淳安江滨公园,45.0,江滨公园,城市公园,119.03066550688824,29.60735933108629
萧山进化吉山梅园,40.0,萧山区,自然风光,120.330928202237,29.99909494165217
玉泉,45.0,西湖北线/黄龙,自然景观,120.11827703618472,30.266179598122164
千岛湖桂花岛,40.0,千岛湖风景区,自然风光,119.14334260858494,29.49366019501664
凤山拾遗创意园,40.0,复兴路沿线/南星,休闲街区,120.16435029258662,30.22018074718719
奥体博览城,50.0,奥体博览中心,地标建筑,120.22857917617118,30.23195146124138
浙江省现代陶瓷艺术博物馆,50.0,湘湖,博物馆,120.21166089337264,30.128800389714147
定山广场,50.0,湘湖,广场,120.2043001117141,30.118621172596544
千岛湖风景区-千岛湖珍珠广场,45.0,珍珠半岛,广场,119.10902423392358,29.59957920488337
石长城景区,40.0,清凉峰,自然风光,118.9275475761924,30.14101243196217
连横纪念馆,45.0,西湖北线/黄龙,纪念馆,120.14002903826918,30.25960377768697
江一公园,40.0,开发区/高教园,公园/广场,120.20371114060929,30.19861486722912
玲珑山风景区,50.0,玲珑山附近,自然风光,119.67372525192724,30.219277005525186
章太炎故居,45.0,仓前,纪念馆,119.99477286105882,30.291366624748232
墅园,50.0,湖墅南路,城市公园,120.13973129222222,30.294631900124266
杭州天主教堂(杭州教区),40.0,武林广场,宗教,120.1626480662775,30.269878808471645
千岛湖豪华休闲游,35.0,江滨公园,游艇,119.02658104262622,29.606010305312186
琴溪香谷景区,50.0,桐庐县,自然风光,119.58831092247414,29.962671497016387
环溪村,45.0,桐庐县,古村古镇,119.84557605383172,29.84400247081424
钱江龙,50.0,开发区/高教园,更多景点/周边游,120.19798566533962,30.214294673474274
九溪十八涧,50.0,龙井/虎跑,自然风光,120.10841553188058,30.20531687357239
中国剪刀博物馆,40.0,拱宸桥/上塘,博物馆,0.0,0.0
河渚塔,35.0,西溪,历史建筑,120.06537485934344,30.2746177292378
白塔公园-儿童游乐园,40.0,龙井/虎跑,游乐场,120.13734377226594,30.202042412208808
江南慢村,40.0,老余杭,美丽乡村,119.90493612774084,30.2425035965635
釜托寺景区,45.0,余杭区,宗教,119.72008555866816,30.55011887208518
滨江樱花跑道,50.0,开发区/高教园,休闲街区,120.1453771992818,30.19377581555614
慧因高丽寺,50.0,龙井/虎跑,宗教,120.12610782261392,30.23032210983562
富春山居图实景游(东门码头),40.0,江北,城市观光,119.6782311057795,29.811012145345806
荻浦村,40.0,桐庐县,古村古镇,119.82505454063175,29.864152838439487
柳溪江,35.0,临安区,自然风光,119.24396188067132,30.12383581448632
杨乃武与小白菜冤案资料陈列馆,35.0,老余杭,博物馆,120.19049287823498,30.24992925068494
千岛秘境,40.0,淳安县,自然风光,119.22862897373555,29.57960983186953
桐君山,50.0,桐庐县,自然风光,119.68205352898474,29.812379936045136
钱王祠,50.0,南山路/柳浪闻莺/美术学院,历史建筑,120.15330753989852,30.24515664482931
傲帆游艇俱乐部,40.0,湘湖,游艇,120.20496329874526,30.13547274959915
双灵村,40.0,西湖区,美丽乡村,120.02288722383888,30.133073226695267
龙坞茶镇九街游客服务中心,35.0,龙坞,景区设施,120.05201622752148,30.185802217966422
浙江革命烈士纪念馆,0.0,南山路/柳浪闻莺/美术学院,纪念馆,120.15693820400216,30.23293413489436
江寺公园,45.0,城厢,文化公园,120.26696601802766,30.165803981386592
盛德国际广场,40.0,老广场,广场,119.27237123579398,29.473358007012344
千岛湖红叶湾,35.0,千岛湖风景区,人文古迹,118.96705015003344,29.637421101734823
萧山人民广场,40.0,北干,广场,120.25976282248511,30.184588151167866
大韩民国临时政府杭州旧址纪念馆,0.0,湖滨/解百商厦,纪念馆,120.15668026309854,30.25901568345628
千岛湖伯爵号游轮,35.0,江滨公园,城市观光,119.02896763093096,29.60707975078148
狮峰山,40.0,龙井/虎跑,自然风光,120.17143088517425,30.25077893122028
永安山,40.0,富阳区,自然风光,119.92100917593832,29.876636276051045
浙江大学艺术与考古博物馆,50.0,高新文教区,博物馆,120.06681792788972,30.30009329474622
桐庐戴家山古村落,45.0,桐庐县,古村古镇,119.539237569335,29.81538707728993
淳安湖滨公园,45.0,阳光路,公园/广场,119.0389862364478,29.615431849963613
白龙潭景区,50.0,小和山,自然风光,120.01622555901196,30.19422886129981
伍公山,50.0,吴山广场/河坊街,自然风光,120.16541577577378,30.24058140083157
CBD公园,50.0,钱江新城/四季青,公园/广场,120.2081960985964,30.24081731599975
千岛湖沪马探险乐园,45.0,淳安县,自然风光,118.73482030797736,29.51751822423276
福堤,40.0,西溪,自然风光,120.0690863095696,30.272440582422664
天目源漂流售票处,30.0,天目山景区,公园景点售票处,119.41858723618152,30.31407386939269
