name,latitude,longitude
西湖文化广场,30.27920734630141,120.15912179362826
钱王祠码头,30.244828213510694,120.1513809803223
湘湖景区,30.132891086645717,120.2098135570164
杭州乐园,30.16295357926276,120.24065752193373
杭州极地海洋公园,30.14451224787029,120.22288724887233
西兴古镇,30.19182714126468,120.22114132872782
滨江公园,29.807249067238473,119.68672257968403
城隍阁景区,30.23921383131149,120.16025148976424
中国美院,30.292157033176593,120.10666646565123
宝石山,30.263042320455412,120.14240116801093
金沙湖公园,30.309467078641514,120.31463465646749
浙大玉泉校区,30.266179598122164,120.11827703618471
满陇桂雨公园,30.221634988290845,120.12556131559761
石屋洞,30.222014896507446,120.1255051566702
网红汤屋,30.166920716290015,119.21317827366707
上满觉陇,30.217896219354778,120.11834826464668
杨梅岭,30.2175089210084,120.11357122228385
理安寺,30.209600498323457,120.10817579154171
清吟街,30.25613202884409,120.17117969168812
孔庙,30.244113896537517,120.1572401603607
钱王祠,30.24515664482931,120.15330753989853
敬一书院,30.25510677743801,120.13852441236185
绿水芙蕖,30.255285456246668,120.13503933974526
杨公堤,30.240237903923454,120.12568502490394
植物园韩美林艺术馆,30.253495813186948,120.11520717852605
星巴克断桥店,30.26197796540321,120.14747236653785
湘溪村,30.055455662884224,119.70540982771732
杭州大厦,30.2763866315336,120.15532482288384
北山街大佛寺遗址,30.2623969182347,120.14571639100089
临安博物馆,30.22798340751293,119.72541714393242
九曜山,30.222610914351343,120.13711344214074
千岛湖森林氧吧,29.589669013363135,119.21309085337198
天屿山景观台,29.623411648645252,119.03382089364887
九龙溪漂流,29.725982726207835,119.04833632269137
千岛湖欢乐水世界,29.600304526301976,119.10983677140705
千岛湖燃擎·卡丁车俱乐部,29.60961144465767,119.13983909855116
坝子桥,30.274999343813292,120.17385005844595
运河水上巴士7号线,30.321443987328546,120.13539366523193
梅花碑,30.2440523383888,120.17190686128522
五柳巷历史街区,30.24497660326125,120.17208531524363
杭州德寿宫,30.24023177350049,120.16879189273983
望仙阁,30.373079965137485,119.5320785128315
江湖汇观亭,30.235142996936887,120.16179542365275
木心故居,30.160846523547686,120.17562678579382
立志书院,30.10906015598759,120.24373063166244
梅峰岛景区,29.590580439912944,118.91631120712748
良渚,30.393092367361305,119.9865476608299
知味观,30.25501015553392,120.15892322794103
富义仓,30.297566886556286,120.14539754392199
大兜路历史街区,30.302391854415056,120.14025303632441
小河公园,30.30932694281641,120.13294549363943
桥西历史街区,30.319076808046738,120.13300682286551
浙江省博物馆之江馆区,30.16194418799868,120.09695013098205
杭州之门,30.229745688930333,120.23237866569146
亚运主题公园,30.23509313614084,120.2241038870995
国家版本馆,30.38426626884406,120.01098231803128
良渚博物院,30.37979313522573,120.0232824363353
玉鸟集,30.367418497784456,120.02544071303716
北高峰财神庙,30.24787241305075,120.09293304229475
浙江自然博物馆,30.27932789551076,120.15996227876606
湿地博物馆,30.393600131634123,120.19353218788697
高庄,30.265670196546274,120.07308279753975
茭芦田庄,30.264174266179637,120.07008566603129
曲水庵,30.26676209846395,120.06732153288215
清平山堂,30.270758551874206,120.06663052403006
洪钟别业,30.271930493257365,120.06658844505147
河渚塔,30.274617729237796,120.06537485934344
西溪水浒文化展示馆,30.276878788468178,120.06595734837443
蒋村市集,30.277716342970773,120.06625512085726
浙江省博物馆（之江馆区）,30.16194418799868,120.09695013098205
凌空漂流,29.930308384361304,119.5281418793204
杭州京杭大运河水上巴士1号线,30.329015950216775,120.13333279850559
杭州京杭大运河博物馆,30.31970902744226,120.13659892195597
胜利河美食街,30.299840538781137,120.14939866784567
虎跑泉,30.211907035381387,120.12982607628226
德寿宫,30.241504034410905,120.16844775911244
武林门码头,30.276625011907498,120.15934467084264
小河历史文化街区,30.309521717830435,120.1313836147717
大井巷,30.241278570697176,120.16553306818342
动物园,30.21471871488341,120.12819196045471
二公园,30.25490952722257,120.15749701617526
净慈寺（释迦殿）,30.23005414399481,120.14439442470913
断桥晚霞,30.26097238932605,120.14708836596506
竹林秘境,29.77104744135616,119.71834672245916
新横河桥,30.242606577405244,120.15149248847123
金光穿洞,30.045494211604254,119.93426753959194
白蛇飞渡,30.23178567751954,120.1544580160453
晓霞弄,30.239852453481202,120.1654158367031
浴鹄湾,30.228347327267276,120.13149072828249
积义亭,30.23356608795033,120.15964014560005
下满觉陇,30.22109953826011,120.12078496993384
杨梅岭村,30.2175089210084,120.11357122228385
雪舫,30.231000191237808,120.13006103168055
云松书舍,30.250174100201498,120.11741168156634
走近湿地厅,30.266430419294082,120.08272247605917
湿地洞天厅沉浸式数字展厅,30.24712090420549,119.09751897991531
湿地万象厅,30.25429074826597,120.2110081960194
只此西溪厅,30.234208664731614,120.0208044181936
岳坟,30.253962009568422,120.12969621849577
丁家山,30.240563369277606,120.1252660515897
苏堤南口,30.23091392840932,120.1400214304174
净寺,30.222663589109533,120.14196336691587
长桥,30.235179470713085,120.15057245839894
万松岭路口,30.2370116733502,120.15188108059823
清波门,30.23960733756474,120.15346546434792
饮马井巷,30.24180885751413,120.17316578881325
少年宫,30.263825699989987,120.15083581598016
葛岭,30.25997138263989,120.14042707558899
六公园,30.26092089414324,120.15303943954336
龙翔桥,30.256981841290575,120.15938041903489
净慈禅寺（南屏晚钟）,30.231847071863204,120.14442235165993
穗庐,30.25470548935106,120.12782773338327
大奇山国家森林公园,29.758034373491817,119.72652392789142
瑶琳仙境,29.88907919706273,119.5334380489068
湖滨晴雨,30.25534399455897,120.15722718315719
青少年宫,30.29564010615308,120.14055642095236
河渚街,30.27480177440636,120.06532487172535
蒋村慢生活街区,30.277734629161664,120.06601924255037
富阳壶源溪,29.829472072103957,119.9273498495047
青山湖水上森林公园,30.255464354775818,119.75910383326699
大朗山,30.196441802443214,119.93188936859875
五丰岛,30.095809099309907,120.1247651238117
朝晖公园,30.287019485528635,120.16123442010588
指南村,30.363999327443217,119.57322535326269
梅岭南路,30.194223031543128,120.0811771825968
小瀛洲,30.240934139323166,120.14058810965886
桐庐瑶琳仙境,29.914182980384044,119.54031356366151
池中寺粮仓,30.391912922095596,119.98377386486469
雉山站,30.399377928767436,119.9912379791756
莫角山站,30.39857874537569,119.98606344440874
莫角山宫殿,30.39530840108439,119.98539543468962
大佛寺,30.2623969182347,120.14571639100089
杭州少年宫,30.242071614421487,119.96434063026219
钱塘江,30.276037951354564,120.24308145040953
钱江世纪公园,30.244997829474755,120.23083032718117
亚洲花卉主题公园,30.24440390613572,120.23853574241515
大莲花,30.23157553638296,120.22431352327716
杭州青少年活动中心,30.318477098843537,120.13245449837363
桂花瀑布,30.285032235294544,120.09073614270471
飞来峰造像,30.242458543943467,120.09927184863666
梅家坞,30.1844624511719,120.14492171087359
木兰山茶园,30.254820646749582,120.12124608569255
茶叶博物馆,30.22194415011424,120.10875666427026
南江公园,30.151596246106827,120.26590836349264
信义坊,30.296503677867236,120.13908942349295
玛瑙寺,30.25959271790107,120.13999093713672
少儿公园,30.234580529684663,120.198725878957
滨江樱花跑道,30.19377581555614,120.14537719928181
于谦祠,30.23211676838076,120.12751892024178
高丽寺,30.23032210983562,120.12610782261393
钱江一桥,30.17724325707004,120.12801871169549
浙窑公园,30.33335806854623,120.12953612402778
丝绸博物馆,30.22521226307621,120.14663809708989
径山花海,30.382793412868093,119.85676239623893
运河生育文化广场,30.297651742106815,120.14109069318783
白马湖公园,30.162569392019762,120.20523471397127
拱宸桥码头,30.321416886345155,120.13532348761663
江湖一览亭,30.28565142892978,119.71970549467912
龙井茶田,30.215569545940134,120.11296730581446
杭州东,30.293757871382674,120.20846434313006
天空之境,29.99985937189826,120.0754970896951
海岸带生物展区,30.432942284170355,120.30548367583688
高空漂流,30.14921581183215,120.09834871441981
十里琅珰龙井村入口,30.21984051322225,120.10089771223299
桥西历史文化街区,30.31955597296201,120.13316517827319
三潭印月岛,30.24120121974533,120.14065025451553
龙隐洞龙洞,30.17935282420718,120.43962940978504
千岱坑,30.415685133322153,119.7814397772835
中国紫檀博物馆,30.316081442729036,120.13177101154312
曙光路,30.316759656258288,119.72215410743785
东岳站,30.264661389555037,120.08558977096018
瀑布前威亚,30.24613908694697,120.20381648203931
兰桂江南,30.204257268288718,120.21762780994658
溶洞,29.39504805148013,119.10670840798838
藏龙潭,30.376052730179367,119.64784458148337
杭州长乔极地海洋公园,30.14451224787029,120.22288724887233
青山湖地铁站,30.258100152691274,119.75067163023665
武林路,30.268281010819344,120.15566449894439
徽市街,30.299459721081057,120.20965452266749
北山街绿水芙蕖,30.255285456246668,120.13503933974526
凤山,30.013645907638868,119.40075788189324
真际院,30.19801557211993,120.09530141909765
水杉林,29.478471792462834,119.24238799093683
停车场,30.287882297592937,120.18554597281138
五常中学东门,30.27274178278221,120.03961397240768
拱宸桥西历史文化街区,30.31955597296201,120.13316517827319
杭州原生鱼类展区,30.22535475468983,120.33459997333904
南门,30.381654600033237,119.98117131564722
胜利剧院,30.258573842959514,120.1589139024507
北山路,30.25564791244835,120.13469142258724
九溪公交站,30.18882756918268,120.11380306784103
西湖天地,30.249375670375866,120.15460397151728
森林营地,30.263230697058937,120.30496442367807
入口,30.143848443380502,120.10719784458693
网红柿子树,30.32100756720049,120.22271748522044
孩儿巷,30.264613662901777,120.16071073394978
水澄桥站,30.206401451262106,120.14728048405101
机器人游乐园,30.181204027532758,120.26023414401537
荻浦古村,29.867318362808156,119.82331407926584
魔毯上山,30.338812885605062,119.27545711077778
英蓝中心,30.30156663275922,120.14373258392173
狮虎桥路,30.26838809528648,120.15680685208976
香积寺路,30.306653979227946,120.15565826604784
晓风书屋,30.270050080086627,120.14562549392329
通天河游船,29.928083833011076,119.52829057514798
深海生物展区,30.45270267145748,120.22677427479486
太子湾枫叶,30.227802140783204,120.13747394706826
水澄桥,30.206401451262106,120.14728048405101
半山驿,30.30908783339115,120.22012887906338
四岭水库,30.42089289369529,119.78135414067988
十里琅珰梅家坞入口,30.21984051322225,120.10089771223299
儿童奇趣海洋馆,30.08551546019299,120.18528495266925
龙门古镇,29.90338623975843,119.9464058423953
大运河站,30.321547352723854,120.12698311831939
韩美林艺术馆,30.253495813186948,120.11520717852605
白龙飞瀑,30.421385607832054,120.28204361376753
浙江非遗文化馆,30.319782101736454,120.1366540589838
大兜路历史文化街区,30.302391854415056,120.14025303632441
大洋带生态展区,30.420967077187264,120.22266816080487
雪豹飞车,30.260527983709988,119.82358820076647
八卦田遗址公园,30.21342668866811,120.14705927123693
郭庄景点,30.246219758797505,120.12751772710799
刀剪剑博物馆,30.318437797381034,120.13294171430601
九天云廊,29.9311406901138,119.52827125133398
运河广场,30.320083079336033,120.1366650621605
云梯天桥,30.23939369492402,119.70870449834852
杭州天目里,30.268662687866406,120.09460175152269
西冷桥,30.37868890297886,120.09305798879033
观瀑亭,30.38252405018906,119.55391655471861
九溪龙井村入口,30.22075679284644,120.10188587635228
新登古城,29.972977223743108,119.72965578036367
拱墅区大关苑路,30.30859493784184,120.14964162795613
深澳古村,29.853744173940434,119.83451851066481
梦鸭岛,30.2905586044723,120.11867677022093
凤起路,30.26612188820958,120.15821119007101
悬崖咖啡,30.08877688808068,118.98698636546534
九曜阁,30.22305371835639,120.1363454102378
钱江世纪新城,30.256664682800217,120.20485608586306
工联,30.257085975121086,120.15999523574322
东门,30.307277410019275,120.08738106544146
太子湾西门,30.22699309353265,120.13407226691729
凌云漂流,30.436636186269038,120.27522877904852
吴山居,30.239312218515053,120.16473785599702
莫角山,30.39530840108439,119.98539543468962
运河水上巴士,30.295424083315805,120.0958286478504
山地越野车,29.569525897811324,118.86373132614365
青山湖风景区,30.238055511404042,119.77019504334645
杨家村,29.92552876143412,119.52104234589953
杭州下满觉陇,30.22109953826011,120.12078496993384
波奈古着屋,30.26393488234204,120.12948286602334
瓶窑老街,30.397173793855625,119.9633498247446
中国印学博物馆,30.25365125720536,120.13481490513013
福庆寺,30.186926438613753,120.32686699744029
云中栈道,30.1819528037784,120.10645950734303
南宋官窑博物馆,30.21194054102347,120.150362801386
杭州博物馆北馆,30.24182117698533,120.16161031502845
飞来峰风景区,30.24083517956762,120.09683231111464
美丽洲堂,30.370925793883302,120.02325325639781
极贩商店,30.269679930206824,120.16536820727652
孤山路,30.254711447869674,120.14143624241218
求是路,30.313703782729423,120.35536152245471
粮仓,30.37638554505072,120.10575994710626
杭州东站,30.293757871382674,120.20846434313006
中山南路,30.234383676773433,120.16586262751939
杭州各个寺庙,30.244113896537517,120.1572401603607
白鹤峰,30.21664315226816,120.11920509435977
新白鹿午餐,30.27984002206636,120.15844072210588
天目里美术馆,30.26795174978446,120.09454576018011
植物园南门,30.2547526719731,120.1193692040809
丛林飞车,30.238116317661873,120.28936720632251
古望江门附近,30.23891089035017,120.17253615984241
东梓关村,29.888785548202694,119.81766546733182
民艺博物馆,30.157659706325784,120.07377788402434
湖滨一公园码头,30.25471843930482,120.15744086632128
龙翔桥地铁站,30.256981841290575,120.15938041903489
西湖边,29.54383238092761,119.50982096696023
岩岭湖,30.021630660619365,119.5596755746253
悬崖瀑布,30.08877688808068,118.98698636546534
云夕庄园,30.179178656053942,120.04821266041048
三分叉,30.2146236418871,120.09265964086933
九溪入口,30.19151022577256,120.11226911197913
平炼路小火车,30.344679707673215,120.1615244585459
碉堡,29.995545778968175,120.22965602388986
湘花岛,30.119958615638268,120.21722293113572
大兜路街区,30.302391854415056,120.14025303632441
杭州酒家,30.254062902406876,120.15928437801422
千与千寻汤屋,30.427064413075204,120.26540683981392
地铁城站,30.24697391890429,120.17609602686976
慈云岭造像,30.218423506802974,120.14769966219173
二公园码头,30.25484724951732,120.15734356825268
香积寺站,30.30251875482925,120.14387188855328
黄龙洞地铁站,30.267692346838572,120.13568294311345
富阳,30.050967180914093,119.92187865306144
恐龙乐园,29.786639213122395,119.35424060842298
杭州小洱海,30.165366898162386,120.2806576841455
富贵农场,30.259011267165597,120.05451515087705
曲苑荷风,30.251413289684756,120.1250536577355
苏堤南,30.23110350415193,120.13976272239006
天空之镜,29.99909450530854,120.07661913317249
黄公望隐居地,30.10081748423553,120.00466021600279
拾翠亭,30.226659188518234,120.13874538981784
森林公园,30.367293014193326,120.18936004008359
三潭映月岛,30.24120121974533,120.14065025451553
青山湖水上森林停车场,30.25744463383795,119.75251660286222
西湖游船码头,30.234249829833796,120.13819630130222
小吃街,30.256841570005523,120.15922797851778
稚山站,30.396652601416825,119.98020348291926
演艺剧场,30.246259520317302,120.17423559045021
白龙潭,30.194228861299806,120.01622555901196
公园码头,30.21589026890225,120.17248191144614
微蹦极,30.20494230440819,120.22897897525954
村文化礼堂,30.164258503814878,120.52750660399543
中国大运河博物馆,30.3536152237193,120.1318630628948
浙江文学馆,30.16338699144367,120.09574378725617
紫菱纤手,30.261547035584957,120.1629075360825
都锦生故居,30.242296878344753,120.12148565067831
西湖手摇船景点,30.24506630884094,120.12787766393205
凌空漂跃,29.930308384361304,119.5281418793204
浙江图书馆,30.265512582892764,120.13227552758961
濮家码头,30.28472011257973,120.19603281021695
龙翔桥站,30.214487260048863,120.16763859046357
杭州青少年活动中心儿童乐园,30.264313496859106,120.15074551501102
儿童乐园,30.406201040746428,120.29864289553176
中山北路,30.272966516830138,120.1621112072468
钱王桥,29.89236203930936,119.55792344282092
定安路地铁站,30.248336617868357,120.16317644095668
钱江市场,30.305162513561676,120.14916655713905
银泰,30.280085736080245,120.15829928274681
五子登科树,30.10532467892684,119.90228292210023
大屋顶书馆,30.36778848689861,120.02807303098382
汤屋,30.30886744767852,120.24614513621644
西泠,30.252496287540048,120.13544661678603
浙江美术馆,30.233352527740262,120.15221736081975
汝拉私房菜,30.23247853693896,120.11302397455154
上海,30.223596059795366,119.70330535975657
听涛居,30.226311961775263,120.13597919040797
余杭区,30.27330484399638,119.93538466357006
伍公庙,30.24063618294515,120.16583402110584
濮家站码头,30.28472935540061,120.1961882144853
青山湖水上公园,30.255464354775818,119.75910383326699
地铁,30.258408767082862,120.20885011823204
麒麟街,30.265297670569147,120.16128338122454
城市阳台,30.245818281093253,120.21006985185018
西湖码头,30.25484724951732,120.15734356825268
广福寺西,29.959726375675004,119.72401618912582
九溪烟村,30.22238905398206,120.10508607436876
禾淑庄园,30.23606082513877,119.95739337572014
远古子遗生物展区,30.265156132190707,120.48649021923788
亚运会,30.230657802696218,120.22458304301651
凌云天桥,29.930308384361304,119.5281418793204
悬崖高空栈道,29.78061099320785,119.35968125895639
剪波桥,30.134670597485453,120.21369969074841
苏堤站,30.242951424866128,120.13436666778435
良渚文化艺术中心,30.3674549597426,120.02753120611764
西冷印社,30.263874604817733,120.15412736409223
珊湖礁生物生态展区,30.420967077187264,120.22266816080487
地心科考队,29.932987709238947,119.5322976153077
热带雨林生态展区,29.967264233570184,120.03914861034124
整个景区,30.239395288434487,120.0968664689948
凤起路地铁站,30.26612188820958,120.15821119007101
飞天魔毯,30.134543809974666,120.0755506871269
清河坊历史文化特色街区,30.242185974666512,120.16525115010721
涌金公园,30.248356631169937,120.155636082744
长空秋千,30.30640504476387,120.12913945792573
三岔路,30.216883659533202,120.40818827918629
天路飞车,30.442886469971256,120.29457872079551
太子湾北门,30.229973894533504,120.13805328438781
梅花碑站,30.2440523383888,120.17190686128522
哈喽女孩西湖旅拍,30.228445422172204,120.12936357574355
浴鵠湾,30.228347327267276,120.13149072828249
奇幻海洋厅,30.14451224787029,120.22288724887233
玉皇山景区,30.220428848956033,120.14911251068652
环碧湖舍,30.2538975388394,120.12542327931418
最美转角,30.06940318934091,120.19707523501457
杭州江和美海洋公园,30.271001357105078,120.22298705760537
杭州桐庐赤洲岭悬崖乐园,29.89264169615509,119.55770992894413
西湖周边,30.260901272821844,120.14701717105552
音乐喷泉,30.25608682967252,120.15608174597317
白蛇飞渡桥,30.23178567751954,120.1544580160453
湖滨码头,30.258841200918106,120.15366543716249
良渚古城,30.393092367361305,119.9865476608299
花港公园,30.233009736004178,120.13545427735157
水上游乐,30.229743277288474,119.76811003626831
玉泉鱼跃,30.256971232796023,120.11599637290473
长桥溪水修复生态公园,30.23002251610916,120.14983577549603
龙井路与灵隐路,30.249523496490358,120.1177704420425
凌空飘越,29.930308384361304,119.5281418793204
楼外楼,30.252538438220913,120.13621559283358
育英实验学校,30.188501186475317,120.29998715126864
苏堤路口,30.23091392840932,120.1400214304174
玉泉景点,30.256971232796023,120.11599637290473
湖山广场停车场,30.139058476505046,120.2174738531171
小河历史直街,30.309521717830435,120.1313836147717
海鲜市场,30.324071774018083,120.19558438278284
文二西路口,30.268021143968046,119.99207685011834
赵公堤,30.24984804597885,120.11935158336334
黄龙体育中心地铁站,30.270480776016186,120.12515427176768
紫来洞,30.21700393252362,120.14257651467432
最高处秋千,30.160949711278494,120.24107808199633
西湖二公园码头,30.25484724951732,120.15734356825268
中国刀剪剑博物馆,30.318437797381034,120.13294171430601
鹿苑,30.03713885541353,119.93391157318733
石卷工房,30.26818876661519,120.09517633315556
天使之翼,29.929532341408017,119.52969120929897
水上巴士坝子桥站,30.274999343813292,120.17385005844595
锦府园,30.25127688906351,120.20848488758989
歇脚咖啡,29.93115797570158,119.52799229577943
植物园青芝坞门,30.259698895387384,120.11355161238309
苏堤望山桥,30.241602008744877,120.13469661913366
裸眼,30.264052420118944,120.20662360137817
福星观,30.216787120706027,120.14021814458924
港南村游客集散中心,30.411994748199394,120.02111261897993
苏东坡纪念馆,30.231255776224415,120.13930950092183
垂云通天河,29.928083833011076,119.52829057514798
长桥溪水生态修复公园,30.22850485138721,120.148831031396
苏提,30.242951424866128,120.13436666778435
延安路,30.26756142477119,120.15911073472303
